path,category,kind,purpose,typical_inputs,typical_outputs,safe_example,when_to_use,when_not_to_use,safety
tools/analyze/test_staged_closure_qoi_pressure_sbatch.py,analysis and package builders,python,Focused checks for AGENT-440 staged closure-QOI/pressure sbatch package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_staged_closure_qoi_pressure_sbatch,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use from a login node for heavy work, without a scheduler row, or as a duplicate launch.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_submitted_cfd_run_compact_lineage_table.py,analysis and package builders,python,submitted cfd run compact lineage table,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_submitted_cfd_run_compact_lineage_table,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_submitted_cfd_run_steady_state_table.py,analysis and package builders,python,submitted cfd run steady state table,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_submitted_cfd_run_steady_state_table,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_svg_chart_kit.py,analysis and package builders,python,Tests for the reusable figure toolkit and palette validator (AGENT-234).,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_svg_chart_kit,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_table_update_cadence_contract.py,analysis and package builders,python,Tests for the AGENT-325 table update cadence contract.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_table_update_cadence_contract,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_terminal_harvest_admission_review.py,analysis and package builders,python,Tests for AGENT-283 terminal harvest admission review.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_terminal_harvest_admission_review,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_test_section_passive_loss_admission_repair.py,analysis and package builders,python,Tests for test-section passive-loss admission repair.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_test_section_passive_loss_admission_repair,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_test_section_wall_fluid_coupling_candidate.py,analysis and package builders,python,test section wall fluid coupling candidate,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_test_section_wall_fluid_coupling_candidate,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_admission_internal_nu_final_gate.py,analysis and package builders,python,Tests for the thermal admission/internal-Nu final gate.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_admission_internal_nu_final_gate,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_boundary_contract.py,analysis and package builders,python,thermal boundary contract,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_boundary_contract,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_boundary_patch_role_table.py,analysis and package builders,python,Tests for AGENT-263 thermal boundary patch-role table.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_boundary_patch_role_table,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_control_volume_admission_review.py,analysis and package builders,python,thermal control volume admission review,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_control_volume_admission_review,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_mesh_gate.py,analysis and package builders,python,Tests for the Salt2 thermal/closure mesh gate refresh.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_mesh_gate,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_mismatch_remedy_deep_dive.py,analysis and package builders,python,thermal mismatch remedy deep dive,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_mismatch_remedy_deep_dive,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_parity_resolution_gate.py,analysis and package builders,python,Tests for build_thermal_parity_resolution_gate.py.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_parity_resolution_gate,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_passive_h2_one_train_repair_preflight.py,analysis and package builders,python,thermal passive h2 one train repair preflight,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_passive_h2_one_train_repair_preflight,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_passive_h2_source_backed_basis_table.py,analysis and package builders,python,thermal passive h2 source backed basis table,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_passive_h2_source_backed_basis_table,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_passive_h2_source_basis_release_preflight.py,analysis and package builders,python,Tests for the PASSIVE-H2 source-basis release preflight.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_passive_h2_source_basis_release_preflight,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_passive_h2_source_evidence_recovery.py,analysis and package builders,python,thermal passive h2 source evidence recovery,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_passive_h2_source_evidence_recovery,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_passive_source_sink_unblock_packet.py,analysis and package builders,python,Tests for the thermal passive/source-sink unblock packet.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_passive_source_sink_unblock_packet,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_row_admission_ledger.py,analysis and package builders,python,Tests for AGENT-423 thermal row admission ledger.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_row_admission_ledger,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thermal_sign_enthalpy_review.py,analysis and package builders,python,Tests for thermal sign/enthalpy review.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thermal_sign_enthalpy_review,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_cfd_run_qoi_split_chart.py,analysis and package builders,python,Tests for the thesis CFD run QoI split chart builder.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_cfd_run_qoi_split_chart,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_diagnostic_evidence_integration.py,analysis and package builders,python,Tests for thesis diagnostic-evidence integration package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_diagnostic_evidence_integration,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_endpoint_model_form_bakeoff.py,analysis and package builders,python,Tests for TODO-THESIS-ENDPOINT-MODEL-FORM-BAKEOFF outputs.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_endpoint_model_form_bakeoff,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_evidence_packet_cfd_legal_use_matrix.py,analysis and package builders,python,thesis evidence packet cfd legal use matrix,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_evidence_packet_cfd_legal_use_matrix,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_evidence_packet_source_property_release_atlas.py,analysis and package builders,python,thesis evidence packet source property release atlas,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_evidence_packet_source_property_release_atlas,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_figtable_model_form_and_blocked_scorecard_panels.py,analysis and package builders,python,Regression checks for thesis model-form figure/table panel builder.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_figtable_model_form_and_blocked_scorecard_panels,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_maintext_writeup_table_polish_pack.py,analysis and package builders,python,Validate thesis main-text write-up and table polish package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_maintext_writeup_table_polish_pack,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_master_model_form_scoreboard.py,analysis and package builders,python,thesis master model form scoreboard,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_master_model_form_scoreboard,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_model_form_scoreboard_training_roster.py,analysis and package builders,python,thesis model form scoreboard training roster,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_model_form_scoreboard_training_roster,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_n1_frozen_runtime_legal_candidate_gate.py,analysis and package builders,python,Regression checks for thesis N1 frozen runtime-legal candidate gate.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_n1_frozen_runtime_legal_candidate_gate,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_n2_upcomer_exchange_qwall_uq_paper_panels.py,analysis and package builders,python,Regression checks for thesis N2 upcomer exchange/Qwall/UQ panels.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_n2_upcomer_exchange_qwall_uq_paper_panels,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_n2_upcomer_exchange_qwall_uq_paper_panels_refresh_after_neighbor_sampling.py,analysis and package builders,python,thesis n2 upcomer exchange qwall uq paper panels refresh after neighbor sampling,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_n2_upcomer_exchange_qwall_uq_paper_panels_refresh_after_neighbor_sampling,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_n3_thermal_residual_owner_train_ablation.py,analysis and package builders,python,Regression checks for thesis N3 thermal residual-owner ablation.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_n3_thermal_residual_owner_train_ablation,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_n4_sensor_qoi_projection_uncertainty_table.py,analysis and package builders,python,Regression checks for thesis N4 sensor/QOI projection uncertainty table.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_n4_sensor_qoi_projection_uncertainty_table,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_scoreboard_signed_error_shape_and_model_form_dispatch.py,analysis and package builders,python,Validate thesis scoreboard signed-error shape package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_scoreboard_signed_error_shape_and_model_form_dispatch,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_study_pressure_basis_ladder_evidence_packet.py,analysis and package builders,python,thesis study pressure basis ladder evidence packet,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_study_pressure_basis_ladder_evidence_packet,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_study_recirculation_fraction_onset_evidence_packet.py,analysis and package builders,python,thesis study recirculation fraction onset evidence packet,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_study_recirculation_fraction_onset_evidence_packet,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_study_s10_pressure_f6_low_recirc_anchor_uq.py,analysis and package builders,python,thesis study s10 pressure f6 low recirc anchor uq,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_study_s10_pressure_f6_low_recirc_anchor_uq,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_study_s13_upcomer_exchange_post_sampler_gci_production_harvest.py,analysis and package builders,python,thesis study s13 upcomer exchange post sampler gci production harvest,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_study_s13_upcomer_exchange_post_sampler_gci_production_harvest,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_study_s13_upcomer_exchange_production_harvest_uq.py,analysis and package builders,python,thesis study s13 upcomer exchange production harvest uq,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_study_s13_upcomer_exchange_production_harvest_uq,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_study_s8_wall_test_section_axial_mixing_candidate.py,analysis and package builders,python,thesis study s8 wall test section axial mixing candidate,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_study_s8_wall_test_section_axial_mixing_candidate,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_study_s9_upcomer_onset_anchor_exchange_uq.py,analysis and package builders,python,thesis study s9 upcomer onset anchor exchange uq,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_study_s9_upcomer_onset_anchor_exchange_uq,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_study_thermal_accounting_traceability_evidence_packet.py,analysis and package builders,python,Tests for the thermal accounting traceability evidence packet.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_study_thermal_accounting_traceability_evidence_packet,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_thesis_suggested_model_form_diagnostic_tests.py,analysis and package builders,python,Validate suggested model-form diagnostic test package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_thesis_suggested_model_form_diagnostic_tests,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_time_series_uncertainty_story.py,analysis and package builders,python,Tests for build_time_series_uncertainty_story.py.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_time_series_uncertainty_story,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_time_window_quasi_steady_observations.py,analysis and package builders,python,Synthetic tests for quasi-steady time-window curation.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_time_window_quasi_steady_observations,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_timeseries_stats.py,analysis and package builders,python,Tests for timeseries_stats.py (AGENT-244).,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_timeseries_stats,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_tomorrow_presentation_package.py,analysis and package builders,python,tomorrow presentation package,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_tomorrow_presentation_package,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_tp2_1d_model_evidence.py,analysis and package builders,python,tp2 1d model evidence,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_tp2_1d_model_evidence,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_tp_tw_failure_forensics.py,analysis and package builders,python,Tests for AGENT-536 TP/TW failure-forensics matrices.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_tp_tw_failure_forensics,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_tswfc2_dry_contract.py,analysis and package builders,python,Tests for AGENT-541 TSWFC2 dry contract package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_tswfc2_dry_contract,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_blocker_roadmap.py,analysis and package builders,python,Tests for the two-tap blocker roadmap package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_blocker_roadmap,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_component_raw_endpoint_plan.py,analysis and package builders,python,Tests for the two-tap raw endpoint sampling contract.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_component_raw_endpoint_plan,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_component_repair_contract.py,analysis and package builders,python,Tests for AGENT-525 two-tap component repair contract.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_component_repair_contract,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_component_repair_extractor.py,analysis and package builders,python,Tests for AGENT-530 two-tap component repair extractor.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_component_repair_extractor,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_corner_lower_right_admission_repair.py,analysis and package builders,python,Tests for the two-tap corner_lower_right admission repair package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_corner_lower_right_admission_repair,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_corner_lower_right_isolation_uq_progress.py,analysis and package builders,python,Tests for two-tap corner_lower_right isolation and same-QOI UQ progress.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_corner_lower_right_isolation_uq_progress,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_nonrecirc_source_family_refresh.py,analysis and package builders,python,two tap nonrecirc source family refresh,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_nonrecirc_source_family_refresh,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_nonrecirculating_same_qoi_anchor_request_refresh.py,analysis and package builders,python,Tests for two-tap nonrecirculating same-QOI anchor request refresh.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_nonrecirculating_same_qoi_anchor_request_refresh,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_pressure_basis_recirc_audit.py,analysis and package builders,python,Focused tests for the two-tap pressure/basis recirculation audit.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_pressure_basis_recirc_audit,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_remaining_gates_and_anchor_request.py,analysis and package builders,python,Tests for remaining two-tap gate and anchor request packages.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_remaining_gates_and_anchor_request,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
